1665839811815,SimpleEvent(timestamp=16:16:51.800, sequence=0)
1665839812014,SimpleEvent(timestamp=16:16:52.000, sequence=2)
1665839812218,SimpleEvent(timestamp=16:16:52.200, sequence=4)
1665839812412,SimpleEvent(timestamp=16:16:52.400, sequence=6)
1665839812618,SimpleEvent(timestamp=16:16:52.600, sequence=8)
1665839812813,SimpleEvent(timestamp=16:16:52.800, sequence=10)
1665839813014,SimpleEvent(timestamp=16:16:53.000, sequence=12)
1665839813218,SimpleEvent(timestamp=16:16:53.200, sequence=14)
1665839813417,SimpleEvent(timestamp=16:16:53.400, sequence=16)
1665839813616,SimpleEvent(timestamp=16:16:53.600, sequence=18)
1665839813818,SimpleEvent(timestamp=16:16:53.800, sequence=20)
1665839814016,SimpleEvent(timestamp=16:16:54.000, sequence=22)
1665839814219,SimpleEvent(timestamp=16:16:54.200, sequence=24)
1665839814415,SimpleEvent(timestamp=16:16:54.400, sequence=26)
1665839814618,SimpleEvent(timestamp=16:16:54.600, sequence=28)
1665839814813,SimpleEvent(timestamp=16:16:54.800, sequence=30)
1665839815018,SimpleEvent(timestamp=16:16:55.000, sequence=32)
1665839815217,SimpleEvent(timestamp=16:16:55.200, sequence=34)
1665839815419,SimpleEvent(timestamp=16:16:55.400, sequence=36)
1665839815620,SimpleEvent(timestamp=16:16:55.600, sequence=38)
1665839815814,SimpleEvent(timestamp=16:16:55.800, sequence=40)
1665839816017,SimpleEvent(timestamp=16:16:56.000, sequence=42)
1665839816221,SimpleEvent(timestamp=16:16:56.200, sequence=44)
1665839816418,SimpleEvent(timestamp=16:16:56.400, sequence=46)
1665839816615,SimpleEvent(timestamp=16:16:56.600, sequence=48)
1665839816814,SimpleEvent(timestamp=16:16:56.800, sequence=50)
1665839817019,SimpleEvent(timestamp=16:16:57.000, sequence=52)
1665839817213,SimpleEvent(timestamp=16:16:57.200, sequence=54)
1665839817416,SimpleEvent(timestamp=16:16:57.400, sequence=56)
1665839817617,SimpleEvent(timestamp=16:16:57.600, sequence=58)
1665839817814,SimpleEvent(timestamp=16:16:57.800, sequence=60)
1665839818017,SimpleEvent(timestamp=16:16:58.000, sequence=62)
1665839818215,SimpleEvent(timestamp=16:16:58.200, sequence=64)
1665839818421,SimpleEvent(timestamp=16:16:58.400, sequence=66)
1665839818618,SimpleEvent(timestamp=16:16:58.600, sequence=68)
1665839818820,SimpleEvent(timestamp=16:16:58.800, sequence=70)
1665839819016,SimpleEvent(timestamp=16:16:59.000, sequence=72)
1665839819213,SimpleEvent(timestamp=16:16:59.200, sequence=74)
1665839819415,SimpleEvent(timestamp=16:16:59.400, sequence=76)
1665839819613,SimpleEvent(timestamp=16:16:59.600, sequence=78)
1665839819817,SimpleEvent(timestamp=16:16:59.800, sequence=80)
1665839820020,SimpleEvent(timestamp=16:17:00.000, sequence=82)
1665839820215,SimpleEvent(timestamp=16:17:00.200, sequence=84)
1665839820421,SimpleEvent(timestamp=16:17:00.400, sequence=86)
1665839820617,SimpleEvent(timestamp=16:17:00.600, sequence=88)
1665839820817,SimpleEvent(timestamp=16:17:00.800, sequence=90)
1665839821016,SimpleEvent(timestamp=16:17:01.000, sequence=92)
1665839821212,SimpleEvent(timestamp=16:17:01.200, sequence=94)
1665839821420,SimpleEvent(timestamp=16:17:01.400, sequence=96)
1665839821611,SimpleEvent(timestamp=16:17:01.600, sequence=98)
1665839821812,SimpleEvent(timestamp=16:17:01.800, sequence=100)
1665839822018,SimpleEvent(timestamp=16:17:02.000, sequence=102)
1665839822216,SimpleEvent(timestamp=16:17:02.200, sequence=104)
1665839822415,SimpleEvent(timestamp=16:17:02.400, sequence=106)
1665839822619,SimpleEvent(timestamp=16:17:02.600, sequence=108)
1665839822814,SimpleEvent(timestamp=16:17:02.800, sequence=110)
1665839823021,SimpleEvent(timestamp=16:17:03.000, sequence=112)
1665839823214,SimpleEvent(timestamp=16:17:03.200, sequence=114)
1665839823417,SimpleEvent(timestamp=16:17:03.400, sequence=116)
1665839823619,SimpleEvent(timestamp=16:17:03.600, sequence=118)
1665839823815,SimpleEvent(timestamp=16:17:03.800, sequence=120)
1665839824020,SimpleEvent(timestamp=16:17:04.000, sequence=122)
1665839824220,SimpleEvent(timestamp=16:17:04.200, sequence=124)
1665839824418,SimpleEvent(timestamp=16:17:04.400, sequence=126)
1665839824618,SimpleEvent(timestamp=16:17:04.600, sequence=128)
1665839824820,SimpleEvent(timestamp=16:17:04.800, sequence=130)
1665839825013,SimpleEvent(timestamp=16:17:05.000, sequence=132)
1665839825219,SimpleEvent(timestamp=16:17:05.200, sequence=134)
1665839825418,SimpleEvent(timestamp=16:17:05.400, sequence=136)
1665839825612,SimpleEvent(timestamp=16:17:05.600, sequence=138)
1665839825814,SimpleEvent(timestamp=16:17:05.800, sequence=140)
1665839826019,SimpleEvent(timestamp=16:17:06.000, sequence=142)
1665839826214,SimpleEvent(timestamp=16:17:06.200, sequence=144)
1665839826419,SimpleEvent(timestamp=16:17:06.400, sequence=146)
1665839826618,SimpleEvent(timestamp=16:17:06.600, sequence=148)
1665839826818,SimpleEvent(timestamp=16:17:06.800, sequence=150)
1665839827017,SimpleEvent(timestamp=16:17:07.000, sequence=152)
1665839827216,SimpleEvent(timestamp=16:17:07.200, sequence=154)
1665839827414,SimpleEvent(timestamp=16:17:07.400, sequence=156)
1665839827616,SimpleEvent(timestamp=16:17:07.600, sequence=158)
1665839827816,SimpleEvent(timestamp=16:17:07.800, sequence=160)
1665839828018,SimpleEvent(timestamp=16:17:08.000, sequence=162)
1665839828212,SimpleEvent(timestamp=16:17:08.200, sequence=164)
1665839828416,SimpleEvent(timestamp=16:17:08.400, sequence=166)
1665839828612,SimpleEvent(timestamp=16:17:08.600, sequence=168)
1665839828821,SimpleEvent(timestamp=16:17:08.800, sequence=170)
1665839829013,SimpleEvent(timestamp=16:17:09.000, sequence=172)
1665839829212,SimpleEvent(timestamp=16:17:09.200, sequence=174)
